,NYCE_Area_Data_DETECT_1002.csv,NYCE_Area_Data_DETECT_1003.csv,NYCE_Area_Data_DETECT_1095.csv,NYCE_Area_Data_DETECT_1097.csv,NYCE_Area_Data_DETECT_1135.csv,NYCE_Area_Data_DETECT_114.csv,NYCE_Area_Data_DETECT_115.csv,NYCE_Area_Data_DETECT_1217.csv,NYCE_Area_Data_DETECT_1280.csv,NYCE_Area_Data_DETECT_1286.csv,NYCE_Area_Data_DETECT_1289.csv,NYCE_Area_Data_DETECT_1343.csv,NYCE_Area_Data_DETECT_1373.csv,NYCE_Area_Data_DETECT_1382.csv,NYCE_Area_Data_DETECT_1439.csv,NYCE_Area_Data_DETECT_1456.csv,NYCE_Area_Data_DETECT_1507.csv,NYCE_Area_Data_DETECT_1525.csv,NYCE_Area_Data_DETECT_159.csv,NYCE_Area_Data_DETECT_1601.csv,NYCE_Area_Data_DETECT_1695.csv,NYCE_Area_Data_DETECT_1788.csv,NYCE_Area_Data_DETECT_1793.csv,NYCE_Area_Data_DETECT_1877.csv,NYCE_Area_Data_DETECT_1922.csv,NYCE_Area_Data_DETECT_1958.csv,NYCE_Area_Data_DETECT_2021.csv,NYCE_Area_Data_DETECT_2063.csv,NYCE_Area_Data_DETECT_2074.csv,NYCE_Area_Data_DETECT_2150.csv,NYCE_Area_Data_DETECT_2177.csv,NYCE_Area_Data_DETECT_2181.csv,NYCE_Area_Data_DETECT_2254.csv,NYCE_Area_Data_DETECT_2263.csv,NYCE_Area_Data_DETECT_2270.csv,NYCE_Area_Data_DETECT_2272.csv,NYCE_Area_Data_DETECT_2276.csv,NYCE_Area_Data_DETECT_2287.csv,NYCE_Area_Data_DETECT_2290.csv,NYCE_Area_Data_DETECT_2298.csv,NYCE_Area_Data_DETECT_2299.csv,NYCE_Area_Data_DETECT_2301.csv,NYCE_Area_Data_DETECT_2303.csv,NYCE_Area_Data_DETECT_2306.csv,NYCE_Area_Data_DETECT_2307.csv,NYCE_Area_Data_DETECT_2309.csv,NYCE_Area_Data_DETECT_2310.csv,NYCE_Area_Data_DETECT_2311.csv,NYCE_Area_Data_DETECT_2312.csv,NYCE_Area_Data_DETECT_2313.csv,NYCE_Area_Data_DETECT_2314.csv,NYCE_Area_Data_DETECT_2318.csv,NYCE_Area_Data_DETECT_2322.csv,NYCE_Area_Data_DETECT_2328.csv,NYCE_Area_Data_DETECT_2341.csv,NYCE_Area_Data_DETECT_2345.csv,NYCE_Area_Data_DETECT_2390.csv,NYCE_Area_Data_DETECT_2401.csv,NYCE_Area_Data_DETECT_2410.csv,NYCE_Area_Data_DETECT_2411.csv,NYCE_Area_Data_DETECT_2416.csv,NYCE_Area_Data_DETECT_2417.csv,NYCE_Area_Data_DETECT_2426.csv,NYCE_Area_Data_DETECT_2429.csv,NYCE_Area_Data_DETECT_2435.csv,NYCE_Area_Data_DETECT_2440.csv,NYCE_Area_Data_DETECT_2441.csv,NYCE_Area_Data_DETECT_2442.csv,NYCE_Area_Data_DETECT_2451.csv,NYCE_Area_Data_DETECT_2458.csv,NYCE_Area_Data_DETECT_2468.csv,NYCE_Area_Data_DETECT_2472.csv,NYCE_Area_Data_DETECT_2473.csv,NYCE_Area_Data_DETECT_2474.csv,NYCE_Area_Data_DETECT_2490.csv,NYCE_Area_Data_DETECT_2491.csv,NYCE_Area_Data_DETECT_2493.csv,NYCE_Area_Data_DETECT_2496.csv,NYCE_Area_Data_DETECT_2501.csv,NYCE_Area_Data_DETECT_2503.csv,NYCE_Area_Data_DETECT_2504.csv,NYCE_Area_Data_DETECT_2510.csv,NYCE_Area_Data_DETECT_2511.csv,NYCE_Area_Data_DETECT_2512.csv,NYCE_Area_Data_DETECT_2513.csv,NYCE_Area_Data_DETECT_2515.csv,NYCE_Area_Data_DETECT_2524.csv,NYCE_Area_Data_DETECT_2528.csv,NYCE_Area_Data_DETECT_2530.csv,NYCE_Area_Data_DETECT_2540.csv,NYCE_Area_Data_DETECT_2541.csv,NYCE_Area_Data_DETECT_2544.csv,NYCE_Area_Data_DETECT_2560.csv,NYCE_Area_Data_DETECT_2562.csv,NYCE_Area_Data_DETECT_2565.csv,NYCE_Area_Data_DETECT_2567.csv,NYCE_Area_Data_DETECT_2568.csv,NYCE_Area_Data_DETECT_2571.csv,NYCE_Area_Data_DETECT_2575.csv,NYCE_Area_Data_DETECT_2578.csv,NYCE_Area_Data_DETECT_2606.csv,NYCE_Area_Data_DETECT_2607.csv,NYCE_Area_Data_DETECT_2610.csv,NYCE_Area_Data_DETECT_2614.csv,NYCE_Area_Data_DETECT_2634.csv,NYCE_Area_Data_DETECT_2636.csv,NYCE_Area_Data_DETECT_2639.csv,NYCE_Area_Data_DETECT_2644.csv,NYCE_Area_Data_DETECT_386.csv,NYCE_Area_Data_DETECT_400.csv
2024-06-26,0.22694444444444445,,,0.049166666666666664,1.9116666666666666,,0.19444444444444445,1.2180555555555554,0.49583333333333335,0.9958333333333333,0.6591666666666667,,0.6438888888888888,0.265,,1.7869444444444444,0.35638888888888887,0.3725,1.2083333333333333,0.33805555555555555,0.5036111111111111,,0.14194444444444446,0.6144444444444445,,0.09,0.08416666666666667,0.14916666666666667,2.3130555555555556,,,0.013888888888888888,0.31277777777777777,0.11666666666666667,1.1411111111111112,0.4988888888888889,0.22194444444444444,0.059722222222222225,0.2313888888888889,0.7397222222222222,3.7994444444444446,,1.0380555555555555,0.1063888888888889,0.3591666666666667,0.30972222222222223,0.0,0.47888888888888886,0.02277777777777778,0.6369444444444444,0.9033333333333333,0.0,0.15138888888888888,0.6044444444444445,0,,0.04638888888888889,0.245,0.14472222222222222,0.17472222222222222,0.4963888888888889,,0,0.2825,0.49527777777777776,0.24027777777777778,0.2038888888888889,0.18638888888888888,0.10666666666666667,0.8088888888888889,0.215,0.04388888888888889,0.8186111111111111,2.3055555555555554,0.15555555555555556,,1.8269444444444445,0.0763888888888889,0.16277777777777777,0.31166666666666665,0.5469444444444445,,0.32166666666666666,0,,1.0330555555555556,1.3475,0.8891666666666667,0.7641666666666667,1.325,0.18138888888888888,0.6205555555555555,0.8086111111111111,1.2722222222222221,1.015,0.4266666666666667,2.486111111111111,0.0016666666666666668,0.5369444444444444,2.6769444444444446,0.3591666666666667,1.468888888888889,0.07111111111111111,0.06222222222222222,,,,,0.14027777777777778,0.0625
2024-06-27,0.5486111111111112,,,0.056666666666666664,0.6925,,0.5277777777777778,1.105,0.6083333333333333,0.8927777777777778,1.4213888888888888,,1.1075,0,,2.2841666666666667,0.10055555555555555,0.5938888888888889,1.3736111111111111,0.4286111111111111,0.37194444444444447,,0.15527777777777776,0.5291666666666667,,0.20972222222222223,0.04611111111111111,4.941666666666666,1.8991666666666667,,,0.034722222222222224,0.14472222222222222,0.2991666666666667,0.4438888888888889,0.9502777777777778,0.1575,0.08194444444444444,0.1686111111111111,0.7133333333333334,1.5,,0.325,0.11138888888888888,0.505,0.5113888888888889,0.0,0.3763888888888889,0.03861111111111111,0.6097222222222223,0.5805555555555556,0,0.19027777777777777,0.4147222222222222,0,,3.1019444444444444,0.18638888888888888,0.2602777777777778,0.1986111111111111,0.34,,0,0.4891666666666667,0.5602777777777778,0.7925,0.3327777777777778,1.808888888888889,0.052222222222222225,0.6094444444444445,0.17777777777777778,0.0575,0.7455555555555555,1.3677777777777778,0.17694444444444443,,2.053888888888889,0.1111111111111111,0.3225,0.24083333333333334,0.49027777777777776,,0.8222222222222222,0,,0.7738888888888888,1.6544444444444444,0.7113888888888888,0.7688888888888888,1.1583333333333334,0.6505555555555556,0.5566666666666666,1.2338888888888888,1.7516666666666667,0.8308333333333333,0.5511111111111111,2.7580555555555555,0.004166666666666667,0.24472222222222223,3.1775,0.5811111111111111,1.0808333333333333,0.08416666666666667,0.07861111111111112,,,,,0.09916666666666667,0.11027777777777778
2024-06-28,0.3236111111111111,,,0.05694444444444444,0.6958333333333333,,0.3975,1.246388888888889,0.5997222222222223,0.9272222222222222,0.8044444444444444,,0.6808333333333333,0,,1.491111111111111,0.20722222222222222,0.6397222222222222,1.9397222222222221,0.16666666666666666,0.31416666666666665,,0.375,0.14555555555555555,,0.24972222222222223,0.10333333333333333,3.375277777777778,2.0330555555555554,,,0.021111111111111112,0.39111111111111113,0.09027777777777778,0.27361111111111114,0.4777777777777778,0.2825,0.6725,0.16722222222222222,0.8275,1.7444444444444445,,0.6461111111111111,0.11194444444444444,0.41638888888888886,0.5433333333333333,0.09083333333333334,0.5138888888888888,0.03333333333333333,0.6119444444444444,0.8027777777777778,0.0,0.08194444444444444,0.8244444444444444,0,,0.5422222222222223,0.14916666666666667,0.12805555555555556,0.1436111111111111,0.38055555555555554,,0,0.2,0.7133333333333334,0.13444444444444445,0.5277777777777778,0.10361111111111111,0.14583333333333334,0.8280555555555555,0.3933333333333333,0.06055555555555556,0.8441666666666666,0.9663888888888889,0.2697222222222222,,2.0258333333333334,0.14055555555555554,0.1986111111111111,0.16666666666666666,0.8836111111111111,,0.25472222222222224,0.13944444444444445,,1.0075,1.2633333333333334,0.5255555555555556,0.4388888888888889,1.0341666666666667,0.6902777777777778,0.37805555555555553,0.6263888888888889,0.6511111111111111,0.8875,0.5958333333333333,0.9461111111111111,0.0038888888888888888,0.35388888888888886,2.3916666666666666,0.6727777777777778,0.7438888888888889,0.04861111111111111,0.2627777777777778,,,,,0.3844444444444444,0.011111111111111112
2024-06-29,0.6922222222222222,,,0.03944444444444444,0.6094444444444445,,0.9802777777777778,0.9222222222222223,0.49027777777777776,0.7616666666666667,0.8138888888888889,,0.8719444444444444,0,,1.3230555555555557,0.1897222222222222,0,1.2519444444444445,0.41555555555555557,0.31833333333333336,,0.26,0.575,,0.4075,0.12055555555555555,3.4680555555555554,1.6283333333333334,,,0.008333333333333333,0.16555555555555557,0.08861111111111111,0.7016666666666667,1.2666666666666666,0.15416666666666667,0.11388888888888889,0.12805555555555556,1.0158333333333334,1.333888888888889,,0.5561111111111111,0.07333333333333333,0.26666666666666666,0.4691666666666667,0.036944444444444446,0.39694444444444443,0.021666666666666667,0.64,0.6425,0.19055555555555556,0.13777777777777778,0.5008333333333334,0,,0.14916666666666667,0.21833333333333332,0.25972222222222224,0.2288888888888889,0.5608333333333333,,0,0.3625,0.7708333333333334,0.6113888888888889,0.19111111111111112,0.7008333333333333,0.09694444444444444,0.36972222222222223,0.1686111111111111,0.058333333333333334,0.9302777777777778,0.8536111111111111,0.35944444444444446,,2.589166666666667,0,0.2752777777777778,0.28,1.0102777777777778,,0.6269444444444444,0.8980555555555556,,0.9908333333333333,1.056111111111111,1.528888888888889,1.1369444444444445,1.4661111111111111,0.6394444444444445,0.43166666666666664,1.5422222222222222,0.8116666666666666,0.9222222222222223,0.5758333333333333,1.9405555555555556,0.13527777777777777,0.2802777777777778,2.4433333333333334,0.7227777777777777,0.37472222222222223,0.10083333333333333,0.03944444444444444,,,,,0.18583333333333332,0
2024-06-30,0.6861111111111111,,,0.07222222222222222,1.0825,,0.31416666666666665,1.0605555555555555,0.4811111111111111,0.7941666666666667,0.7930555555555555,,0.8763888888888889,0,,1.6602777777777777,0.35138888888888886,0,1.9683333333333333,0.30944444444444447,0.16972222222222222,,0.2311111111111111,2.1080555555555556,,0.17055555555555554,0.07805555555555556,2.328888888888889,1.718888888888889,,,0.016666666666666666,0.3313888888888889,0.08,0.2758333333333333,1.2383333333333333,0.2722222222222222,0.10055555555555555,0.10777777777777778,0.7566666666666667,1.5319444444444446,,0.4766666666666667,0.1075,0.2275,0.43416666666666665,0,0.48,0.03888888888888889,0.6905555555555556,0.8083333333333333,0.37972222222222224,0.07972222222222222,0.5655555555555556,0,,0.375,0.20222222222222222,0.20805555555555555,0.16305555555555556,0.4175,,0,0.47333333333333333,0.48388888888888887,0.7411111111111112,0.1625,0.0661111111111111,0.12777777777777777,0.2363888888888889,0.22777777777777777,0.0825,4.894722222222223,0.6152777777777778,0.7513888888888889,,2.653888888888889,0,0.3013888888888889,0.5897222222222223,0.5222222222222223,,0.21805555555555556,0.39111111111111113,,1.1025,1.241111111111111,0.7041666666666667,1.2247222222222223,0.9027777777777778,0.4311111111111111,0.35083333333333333,1.3716666666666666,0.9183333333333333,1.5055555555555555,0.3902777777777778,1.3333333333333333,0.24805555555555556,0.2561111111111111,1.8902777777777777,0.49333333333333335,2.1725,0.08277777777777778,0.05638888888888889,,,,,0.13694444444444445,0
2024-07-01,0.31083333333333335,,,0.06666666666666667,0.5541666666666667,,0.1761111111111111,1.3441666666666667,0.5780555555555555,1.2969444444444445,0.6916666666666667,,1.1097222222222223,0.028888888888888888,,1.1458333333333333,0.27305555555555555,0.5216666666666666,1.326111111111111,0.33361111111111114,0.3427777777777778,,0.33416666666666667,0.5488888888888889,,0.5216666666666666,0.08916666666666667,0.07222222222222222,1.8741666666666668,,,0.11194444444444444,0.2813888888888889,0.0925,0.3416666666666667,0.4577777777777778,0.14194444444444446,0.11333333333333333,0.1613888888888889,1.0308333333333333,1.8797222222222223,,0.45416666666666666,0.13583333333333333,0.32722222222222225,0.48833333333333334,0.01972222222222222,0.3675,0.049444444444444444,0.4905555555555556,0.6480555555555556,0.4519444444444444,0.09416666666666666,0.5769444444444445,0,,0.5013888888888889,0.6561111111111111,0.09055555555555556,0.29055555555555557,0.525,,0,0.6336111111111111,0.8916666666666667,0.22694444444444445,0.5316666666666666,0.04666666666666667,0.11638888888888889,0.08722222222222223,0.2833333333333333,0.05333333333333334,0.9580555555555555,1.1125,0.8744444444444445,,1.8452777777777778,0.5825,0.2822222222222222,0.4469444444444444,0.815,,0.6708333333333333,0.3011111111111111,,0.8225,1.9397222222222221,0.5213888888888889,0.6711111111111111,1.2425,0.6769444444444445,0.44,1.8080555555555555,1.31,1.9961111111111112,0.6227777777777778,1.7338888888888888,0.1325,0.32305555555555554,2.9566666666666666,1.5352777777777777,0.7763888888888889,0.09833333333333333,0.04861111111111111,,,,,0.1613888888888889,0.0002777777777777778
2024-07-02,0.375,,,0.06,1.1902777777777778,,1.0783333333333334,0.9552777777777778,0.48083333333333333,0.9983333333333333,0,,0.8636111111111111,0.0,,0.9408333333333333,0.4247222222222222,0.7097222222222223,1.2619444444444445,0.2127777777777778,0.19527777777777777,,0.2816666666666667,0.8580555555555556,,0.16777777777777778,0.08083333333333333,1.2725,1.863888888888889,,,0.0125,0.1988888888888889,0.14833333333333334,0.4761111111111111,0.8413888888888889,0.21333333333333335,0.10666666666666667,0.11222222222222222,1.2275,1.5747222222222221,,0.26805555555555555,0.12222222222222222,0.07555555555555556,0.4636111111111111,0.06472222222222222,0.475,0.08222222222222222,0.8677777777777778,0.7122222222222222,0.23944444444444443,0.20944444444444443,0.74,0,,1.2230555555555556,0.3113888888888889,0.38916666666666666,0.5730555555555555,0.40055555555555555,,0,0.7183333333333334,0.6166666666666667,0.42333333333333334,0.2525,0.09638888888888889,0.12861111111111112,0.06861111111111111,0.39194444444444443,0.06055555555555556,1.6008333333333333,1.5463888888888888,0.3852777777777778,,2.2369444444444446,0.31305555555555553,0.1825,0.5719444444444445,0.6991666666666667,,1.0208333333333333,1.0330555555555556,,1.2227777777777777,2.723611111111111,0.54,1.3205555555555555,0.8313888888888888,1.5711111111111111,0.44277777777777777,1.2044444444444444,0.9825,2.686111111111111,0.3711111111111111,1.8705555555555555,0.09444444444444444,0.47444444444444445,1.9533333333333334,0.5016666666666667,1.1933333333333334,0.07472222222222222,0.04138888888888889,,,,,0.13722222222222222,0.1925
2024-07-03,0.43583333333333335,,,0.030833333333333334,1.1355555555555557,,0.38805555555555554,1.0180555555555555,0.5977777777777777,1.3222222222222222,0,,0.6975,0.31583333333333335,,2.4319444444444445,0.0525,0.49944444444444447,1.0638888888888889,0.31055555555555553,0.6113888888888889,,0.37527777777777777,0.08305555555555555,,0.23666666666666666,0.09027777777777778,0.13583333333333333,2.470833333333333,,,0.015277777777777777,0.28888888888888886,0.1575,0.3125,0.6575,0.5638888888888889,0.09194444444444444,0.17972222222222223,0.8166666666666667,1.7480555555555555,,0.6941666666666667,0.11972222222222222,0.006944444444444444,0.4697222222222222,0.050277777777777775,0.3475,0.034166666666666665,0.7697222222222222,0.7061111111111111,0.17888888888888888,0.10944444444444444,0.6013888888888889,0,,1.3380555555555556,1.3988888888888888,0.13777777777777778,0.2136111111111111,0.43527777777777776,,0,0.7466666666666667,0.5122222222222222,0.25083333333333335,0.26944444444444443,0.43916666666666665,0.06111111111111111,0.2038888888888889,0.3458333333333333,0.06305555555555556,1.1452777777777778,0.9408333333333333,0.005555555555555556,,2.02,0,0.2627777777777778,0.33611111111111114,0.4097222222222222,,0.6505555555555556,0.4013888888888889,,1.18,1.531388888888889,0.6177777777777778,0.7463888888888889,1.1644444444444444,0.38166666666666665,0.5047222222222222,1.3844444444444444,0.8522222222222222,1.566111111111111,0.35777777777777775,3.0997222222222223,0.07972222222222222,0.20777777777777778,2.915,0.4477777777777778,0.6533333333333333,0.09944444444444445,0.034166666666666665,,,,,0.14083333333333334,0.022222222222222223
2024-07-04,0.40305555555555556,,,0.17333333333333334,0.6963888888888888,,0.9825,1.0905555555555555,0.43805555555555553,0.9330555555555555,0.5783333333333334,,1.1236111111111111,0,,1.2983333333333333,0.8341666666666666,0.7022222222222222,1.5997222222222223,0.28944444444444445,0.2891666666666667,,0.18944444444444444,0.08638888888888889,,0.22944444444444445,0.07833333333333334,0.17888888888888888,2.0769444444444445,,,0.017222222222222222,0.8288888888888889,0.13916666666666666,0.6063888888888889,1.3047222222222221,0.21611111111111111,0.09944444444444445,0.19,1.1519444444444444,0.8791666666666667,,0.2561111111111111,0.12111111111111111,0.008888888888888889,0.4897222222222222,0.05333333333333334,0.2652777777777778,0.03888888888888889,0.7541666666666667,0.6591666666666667,0.12083333333333333,0.12916666666666668,0.37555555555555553,0,,0.6019444444444444,0.6138888888888889,0.25222222222222224,0.14777777777777779,0.26555555555555554,,0,0.5052777777777778,0.68,0.5,0.30416666666666664,0.045,0.11305555555555556,0.19611111111111112,0.45472222222222225,0.09444444444444444,0.8472222222222222,0.9080555555555555,0,,1.5472222222222223,0,0.5255555555555556,0.8847222222222222,0.6802777777777778,,0.28555555555555556,0.38666666666666666,,0.7108333333333333,0.6713888888888889,0.61,0.2625,1.5075,1.4313888888888888,0.6158333333333333,1.0075,0.5380555555555555,2.3247222222222224,0.4494444444444444,1.1291666666666667,0.18666666666666668,0.4816666666666667,2.5091666666666668,0.5433333333333333,0.9252777777777778,0.058611111111111114,0.035833333333333335,,,,,0.14222222222222222,0.07722222222222222
2024-07-05,0.4738888888888889,,,0.056666666666666664,0.5238888888888888,,0.055,0.9286111111111112,0.4766666666666667,0.5480555555555555,0.7725,,1.1272222222222221,0.0,,1.8086111111111112,0.31444444444444447,0.4363888888888889,1.486388888888889,0.4738888888888889,0.33416666666666667,,0.4255555555555556,0.13111111111111112,,0.21416666666666667,0.16527777777777777,0.06666666666666667,2.1569444444444446,,,0.017777777777777778,0.3491666666666667,0.1436111111111111,0.1975,0.3938888888888889,0.2525,0.10805555555555556,0.1711111111111111,1.4355555555555555,2.3847222222222224,,0.3413888888888889,0.09944444444444445,0.0038888888888888888,0.5438888888888889,0.3161111111111111,0.3275,0.0275,0.6216666666666667,0.7947222222222222,0.4538888888888889,0.17277777777777778,0.5738888888888889,0,,0.3838888888888889,0.36527777777777776,0.43805555555555553,0.22138888888888889,0.3605555555555556,,0,0.23805555555555555,0.5311111111111111,0.23194444444444445,0.21083333333333334,0.09027777777777778,0.050555555555555555,0.41305555555555556,0.41694444444444445,0.041944444444444444,1.183888888888889,0.9572222222222222,0.09888888888888889,,2.582777777777778,0,0.17972222222222223,0.5577777777777778,0.42694444444444446,,0.6258333333333334,0.8188888888888889,,3.355277777777778,0.6186111111111111,0.6075,0.21027777777777779,1.9022222222222223,0.5741666666666667,0.4775,1.4116666666666666,0.8547222222222223,1.6702777777777778,0.5488888888888889,1.0652777777777778,0.04388888888888889,0.5397222222222222,2.013333333333333,1.1088888888888888,1.3477777777777777,0.04972222222222222,0.7969444444444445,,,,,0.1461111111111111,0.0575
2024-07-06,0.39611111111111114,,,0.030555555555555555,0.46694444444444444,,0,0.8655555555555555,0.5405555555555556,0.14305555555555555,0.6244444444444445,,0.8958333333333334,0.0,,1.1747222222222222,0.2563888888888889,0.8908333333333334,1.2672222222222222,0.37555555555555553,0.3488888888888889,,0.35055555555555556,0.17555555555555555,,0.5202777777777777,0.1322222222222222,0.13444444444444445,1.6405555555555555,,,0.04777777777777778,0.2575,0.14,0.8263888888888888,1.2225,0.18444444444444444,0.13305555555555557,0.25166666666666665,1.5080555555555555,1.7377777777777779,,0.39416666666666667,0.08138888888888889,0.0175,0.41805555555555557,0.042777777777777776,0.4988888888888889,0.03166666666666667,0.6652777777777777,0.7744444444444445,0.25027777777777777,0.1322222222222222,0.48444444444444446,0,,0.8694444444444445,0.1947222222222222,0.8875,0.18472222222222223,0.415,,0,0.40194444444444444,0.665,0.19194444444444445,0.2727777777777778,0.2375,0.04694444444444444,0.16805555555555557,0.20777777777777778,0.0636111111111111,1.0716666666666668,0.5575,0.15166666666666667,,2.6463888888888887,0,0.1675,0.3219444444444444,0.4025,,0.8761111111111111,0.3408333333333333,,2.06,0.6255555555555555,0.8080555555555555,0.3,1.0383333333333333,1.1669444444444443,0.3827777777777778,0.7363888888888889,0.9138888888888889,0.8369444444444445,0.7880555555555555,0.8663888888888889,0.028888888888888888,0.2941666666666667,3.484722222222222,2.298611111111111,1.4319444444444445,0.09111111111111111,1.3286111111111112,,,,,0.12055555555555555,0.034722222222222224
2024-07-07,0.8577777777777778,,,0.029444444444444443,0.9725,,0.22833333333333333,0.9744444444444444,0.5702777777777778,0.09388888888888888,0.9441666666666667,,0.9188888888888889,0.0,,1.5405555555555555,0.48638888888888887,0.4263888888888889,1.9608333333333334,0.4675,0.5066666666666667,,0.3491666666666667,0.12083333333333333,,0.2263888888888889,0.06805555555555555,0.20027777777777778,2.0772222222222223,,,0.04083333333333333,0.30444444444444446,0.13972222222222222,0.43222222222222223,1.0758333333333334,0.20944444444444443,0.16944444444444445,0.28305555555555556,1.2930555555555556,,,0.35833333333333334,0.0625,0.011666666666666667,0.9630555555555556,0.03722222222222222,0.2025,0.06,0.9463888888888888,0.6480555555555556,0.35555555555555557,0.15305555555555556,0.7102777777777778,0,,0.6747222222222222,0.31833333333333336,0.1436111111111111,0.14972222222222223,0.3705555555555556,,0,0.37444444444444447,0.5458333333333333,0.07111111111111111,0.5494444444444444,0.028333333333333332,0.04861111111111111,0.2411111111111111,0.235,0.034722222222222224,1.0452777777777778,0.3458333333333333,0.1763888888888889,,3.4105555555555553,0,0.26055555555555554,0.5094444444444445,0.5241666666666667,,1.2941666666666667,0.30944444444444447,,0.6677777777777778,3.410277777777778,0.5469444444444445,0.2575,1.0922222222222222,0.7827777777777778,0.49833333333333335,0.5975,1.0602777777777779,2.0955555555555554,0.885,0.6647222222222222,0.015277777777777777,0.24722222222222223,2.7752777777777777,0.6475,2.1566666666666667,0.10972222222222222,0.1411111111111111,,,,,0.1825,0.010833333333333334
2024-07-08,0.2788888888888889,,,0.015,0.4255555555555556,,0.5263888888888889,0.9516666666666667,0.48583333333333334,0.5077777777777778,1.0755555555555556,,1.6077777777777778,1.4216666666666666,,1.6141666666666667,0.6525,0.28583333333333333,1.743611111111111,0.4438888888888889,0.17555555555555555,,0.4444444444444444,0.10666666666666667,,2.276666666666667,0.08083333333333333,0.06,1.8205555555555555,,,0.014722222222222222,0.21055555555555555,0.12222222222222222,0.4938888888888889,0.5938888888888889,0.25916666666666666,0.2086111111111111,0.36194444444444446,3.266388888888889,,,0.48388888888888887,0.1688888888888889,0.016666666666666666,0.4388888888888889,0.2125,0.4266666666666667,0.051666666666666666,0.6369444444444444,0.7161111111111111,0.215,0.17416666666666666,0.4222222222222222,0,,2.5258333333333334,0.19194444444444445,0.08444444444444445,0.24805555555555556,0.39361111111111113,,0,0.3466666666666667,0.7133333333333334,0.5341666666666667,0.1325,0.015277777777777777,0.0675,1.0444444444444445,0.24,0.03805555555555556,0.81,0.2036111111111111,0.15166666666666667,,2.402222222222222,0,0.1963888888888889,0.5197222222222222,1.4336111111111112,,0.19944444444444445,0.15527777777777776,,0.5272222222222223,2.1455555555555557,0.6925,0.32722222222222225,1.0947222222222222,1.3141666666666667,0.48694444444444446,0.8427777777777777,2.1066666666666665,2.727777777777778,0.7227777777777777,1.5647222222222221,0.0661111111111111,0.4452777777777778,2.546388888888889,1.5194444444444444,1.7555555555555555,0.08638888888888889,1.5080555555555555,,,,,0.12527777777777777,0.016944444444444446
2024-07-09,0.0002777777777777778,,,0.015,0.4625,,0.17694444444444443,0.8983333333333333,0.5902777777777778,1.551388888888889,1.0888888888888888,,0.8119444444444445,1.0727777777777778,,1.5177777777777777,0.16472222222222221,0.35777777777777775,1.1991666666666667,0.3877777777777778,0.10166666666666667,,0.2863888888888889,0.22833333333333333,,0.7808333333333334,0.08722222222222223,0.05611111111111111,2.017777777777778,,,0.011666666666666667,0.14027777777777778,0.08972222222222222,0.6708333333333333,0.5044444444444445,0.23027777777777778,0.10472222222222222,0.20444444444444446,2.6891666666666665,,,0.3547222222222222,0.22,0.01638888888888889,0.6316666666666667,0.22166666666666668,0.6363888888888889,0.023055555555555555,1.0666666666666667,0.6183333333333333,0.3711111111111111,0.5297222222222222,0.9705555555555555,0,,1.6494444444444445,0.2841666666666667,0.011944444444444445,0.17305555555555555,0.6138888888888889,,0,1.4855555555555555,0.4841666666666667,0.21472222222222223,0.8675,0.029444444444444443,0.18777777777777777,0.15611111111111112,0.24944444444444444,0.04861111111111111,0.49472222222222223,0.6513888888888889,0.15,,2.7841666666666667,0.1238888888888889,0.18194444444444444,0.2388888888888889,0.7061111111111111,,0.43333333333333335,0.5436111111111112,,0.7891666666666667,2.7069444444444444,1.0033333333333334,0.22333333333333333,0.9930555555555556,2.6069444444444443,0.5025,0.6872222222222222,1.6108333333333333,2.0355555555555553,1.6797222222222221,1.743611111111111,0.017222222222222222,0.4875,2.36,0.43805555555555553,1.9255555555555555,0.05,0.3186111111111111,,,,,0.16944444444444445,0.32666666666666666
2024-07-10,0.4091666666666667,,,0.0225,1.3783333333333334,,0.1613888888888889,0.8805555555555555,0.5236111111111111,1.3152777777777778,0.5280555555555555,,0.9241666666666667,1.0752777777777778,,1.636388888888889,0.9591666666666666,0.40555555555555556,1.4166666666666667,0.1802777777777778,0.09833333333333333,,0.5575,0.2275,,0.36972222222222223,0.11472222222222223,0.12083333333333333,0.3858333333333333,,,0.009444444444444445,0.5855555555555556,0.16527777777777777,0.4191666666666667,0.6355555555555555,0.2475,0.09388888888888888,0.1613888888888889,3.702777777777778,1.4836111111111112,,0.8619444444444444,0.17583333333333334,0.11472222222222223,0.5377777777777778,0.6547222222222222,0.3913888888888889,0.024722222222222222,1.6166666666666667,0.7183333333333334,0.6786111111111112,0.16555555555555557,0.34055555555555556,0,,0.2286111111111111,0.35833333333333334,0,0.15694444444444444,0.5230555555555556,,0,0.44416666666666665,0.5027777777777778,0.35555555555555557,0.7727777777777778,0.10055555555555555,1.8577777777777778,0.5236111111111111,0.2452777777777778,0.06388888888888888,0.5611111111111111,1.155,0.185,,2.654166666666667,0.3161111111111111,0.21666666666666667,0.4097222222222222,0.36194444444444446,,0.4122222222222222,0.23166666666666666,,0.8311111111111111,1.6727777777777777,0.7513888888888889,0.41694444444444445,1.1833333333333333,0.15805555555555556,0.6122222222222222,0.61,1.3719444444444444,1.7338888888888888,0.8358333333333333,1.6080555555555556,0.025555555555555557,0.3213888888888889,2.0908333333333333,0.33361111111111114,0.7777777777777778,0.050833333333333335,0.0875,,,,,0.17222222222222222,0.018333333333333333
