2024-05-09,3.986569722222222,,,2.242582777777778,0.5019436111111111,,3.7984063888888895,1.6452430555555553,7.545478333333334,2.276355277777778,1.0972713888888888,,5.660461944444443,23.57348805555555,,0.05862138888888889,0.05100777777777777,0.002371388888888889,3.219127777777778,4.74875,0.2997027777777778,,24.0,4.951451666666667,,4.729821666666668,0.0016488888888888888,1.2470197222222221,0.014428333333333331,,,0.018641666666666667,1.7072574999999999,10.516663333333332,1.3052794444444444,0.04712416666666666,15.340204722222223,4.833683055555555,7.255232777777778,4.804171944444445,0.0,,1.3957766666666667,24.0,1.0830419444444441,6.124804166666666,3.3177863888888894,0.0,6.354124444444444,7.648807222222223,3.9813655555555556,0.019801944444444445,1.9844258333333331,1.982759722222222,24.0,,5.168698055555556,5.267757222222222,5.737424722222221,3.139088333333333,2.673425277777778,,8.066993055555557,5.084785833333333,0.01703,2.1492680555555554,0.26000638888888894,2.0052713888888887,0.20067555555555558,12.445765555555555,0.12155777777777779,0.0024708333333333336,2.1489869444444447,0.5698016666666667,1.9834391666666673,,0.22227722222222218,3.4526222222222227,5.145476666666667,5.5015680555555555,4.761275555555557,0.1524663888888889,3.2677316666666667,1.0802113888888887,,0.05243583333333333,0.13751305555555554,0.005284722222222222,0.26987861111111106,4.131320277777778,8.052769166666668,0.0,0.00025444444444444446,0.0,0.2563488888888889,0.0,23.929477499999994,0.10724055555555558,2.2289930555555557,24.0,,,,,,,,,6.885580555555556,6.3387577777777775
2024-05-10,1.6219002777777776,,,4.982981944444445,2.947824444444444,,4.571819166666667,0.20280888888888887,8.838847222222222,5.969854444444445,2.548718888888889,,5.287228611111111,15.127575833333333,,0.009058611111111111,0.0,0.0,0.005084444444444444,2.000445,0.2033163888888889,,24.0,4.379161944444445,,6.454008333333333,0.0,3.7599077777777783,16.0296475,,,0.0,0.7237205555555556,0.6306844444444445,0.8920891666666667,6.885136944444444,7.048712500000001,6.541821388888889,6.3023925,5.284478333333334,5.941767777777778,,0.002989722222222222,24.0,0.0010524999999999998,2.4689147222222223,5.386886666666667,0.0,7.241128611111112,4.155679444444443,3.1407080555555553,0.042575277777777774,2.2419247222222225,2.015228333333333,24.0,,13.72524138888889,1.1259469444444443,8.904734444444445,3.4557038888888885,1.3355413888888887,,6.227361111111111,8.362820833333332,0.004829166666666667,3.0637825,0.2342713888888889,2.7712183333333336,0.2592261111111111,9.528543611111113,0.11892416666666668,2.233514444444445,3.8101261111111113,0.555871388888889,4.207175833333333,,0.4885094444444446,2.9593675,6.370889444444445,4.733147222222222,4.399887777777778,0.14388444444444445,3.014201944444445,7.097567777777778,,0.23092388888888882,0.10393055555555557,0.005192222222222222,1.351019722222223,1.7420158333333333,1.2009366666666665,0.0,0.0,0.0,0.07706583333333333,0.0,24.0,1.253192222222222,8.323598888888888,22.59134222222222,,,,,,,,,5.213819999999999,6.898999166666668
2024-05-11,0.17251361111111113,,,1.3626169444444445,0.02643861111111111,,4.507755833333333,0.14495388888888888,7.661770277777778,4.1666666666666665e-05,7.712682222222223,,4.598102222222222,5.249049722222222,,0.09546722222222223,0.0,2.6380927777777776,2.6078725000000005,4.308797777777778,0.07423027777777777,,24.0,1.6482572222222223,,7.815264722222223,0.0,3.036550555555556,24.0,,,1.059115,7.691610277777777,0.0006716666666666667,1.2483947222222223,8.230364722222223,11.968621666666666,4.292814166666667,9.140446111111112,4.424862222222222,2.9069744444444447,,0.004474444444444444,23.689440833333336,0.0028761111111111114,4.505636111111112,15.975757777777778,0.0,8.373309444444445,5.677176666666667,3.269266111111111,2.495005,0.9922558333333333,0.5912391666666666,24.0,,24.0,1.4648805555555555,9.863081666666664,5.333542777777778,0.013657777777777779,,6.186884444444444,6.639481666666668,0.07622472222222222,6.697771944444444,0.23448805555555557,3.2191208333333337,0.12310777777777779,9.728271111111113,0.20975777777777777,0.17461055555555555,5.218138333333333,0.03483694444444445,0.5959086111111113,,0.27447222222222223,5.275139722222223,4.6406325,6.238520277777779,0.6479713888888887,0.042791944444444445,1.158616388888889,1.6897872222222217,,2.2393361111111116,0.1848563888888889,0.005991666666666666,2.284753055555556,3.3844391666666667,0.004549722222222222,0.0,0.004795833333333333,0.0,0.13704416666666666,0.0,24.0,1.2730702777777778,0.24366305555555556,1.1390608333333334,,,,,,,,,11.011085000000001,1.0729197222222222
2024-05-12,1.4490019444444444,,,2.3000213888888887,0.014942777777777777,,2.7707741666666665,0.13451305555555557,7.288101388888888,0.0145225,2.9951527777777778,,10.543933611111113,1.1253994444444446,,0.011034722222222222,0.027053055555555542,0.0,5.1049525,0.0,0.010195000000000001,,24.0,3.9444472222222227,,9.167281666666666,0.0,4.361724444444444,24.0,,,3.718454166666666,0.2615352777777778,0.0,1.0904008333333333,9.139001111111112,4.817379166666666,9.036377222222223,8.043338333333333,3.905334444444444,0.1310352777777778,,0.0,24.0,0.0005769444444444444,3.8995327777777775,14.6374975,0.0,6.666142222222222,5.623493611111111,3.313607222222223,1.0466288888888888,1.9394708333333335,2.2200016666666667,24.0,,24.0,1.9601408333333334,7.734971944444444,2.267600277777778,0.014127777777777779,,4.943763611111112,7.787739999999999,0.10923722222222222,0.12394694444444444,0.7162166666666665,1.090123611111111,1.6409030555555557,7.5322602777777785,0.6441361111111111,0.08790444444444444,1.0448222222222223,0.057076111111111105,2.555293055555555,,1.138967222222222,9.359245,7.688714444444444,3.4716211111111113,2.068751388888889,0.048960833333333335,1.4567591666666666,2.736771944444445,,1.2056361111111111,0.10865888888888889,0.00783138888888889,1.1187133333333334,0.009223611111111113,4.044960833333334,0.0,0.0,0.0,0.15481666666666663,0.0,24.0,4.391590277777777,9.190483055555553,1.173443611111111,,,,,,,,,24.0,4.731440555555556
2024-05-13,2.4658219444444445,,,1.725022222222222,0.023512500000000002,,3.4209308333333337,0.0064308333333333335,8.57865722222222,1.5274766666666666,6.664717777777778,,8.179888611111112,5.562191944444445,,0.012308333333333333,0.0006216666666666666,0.0008344444444444445,2.834195277777778,0.0026447222222222224,0.10205916666666669,,24.0,4.610462777777777,,5.096550277777778,0.5064002777777777,1.0362919444444445,14.243635833333332,,,3.324484722222222,0.0009186111111111111,0.0,2.7257563888888883,7.900793055555555,8.278922222222223,4.915519166666668,5.329045555555556,2.0899,1.6696105555555556,,0.0026399999999999996,24.0,0.0003011111111111111,0.013423333333333334,2.379024166666666,0.0,5.379903888888889,4.879697500000001,1.8064522222222217,3.409766388888889,3.4947088888888884,1.4093822222222223,24.0,,16.705607222222216,2.143638888888889,2.1185266666666664,2.4263325,0.11890333333333332,,4.5506569444444445,8.531641666666665,1.1847530555555554,1.8475263888888889,0.008030555555555555,1.6154419444444443,0.7707805555555555,14.187303333333334,0.10050861111111112,0.004255,1.5145477777777776,1.1542908333333333,1.4673422222222225,,1.4858244444444442,3.2893222222222223,6.8959802777777774,4.9623413888888885,2.647926388888889,1.1272016666666667,2.171483333333333,9.4326725,,0.5766308333333334,0.12006833333333332,0.0052475,0.07206972222222222,3.7700811111111117,0.004253611111111111,0.0,0.2774444444444445,0.0,0.16338583333333334,0.0,24.0,0.16759055555555552,0.07116805555555555,0.19522166666666663,,,,,,,,,24.0,4.770881666666666
2024-05-14,2.9888869444444444,,,2.2950283333333337,0.016441666666666667,,4.818414722222223,0.004031944444444444,7.138605555555555,1.872282777777778,3.6314894444444445,,6.818655833333334,7.379838333333333,,0.00998111111111111,19.00566166666667,0.2782544444444444,2.5990122222222225,0.0,0.8674086111111111,,24.0,3.7469722222222224,,9.340285277777777,0.0023177777777777775,4.1152936111111105,0.09118694444444445,,,1.1816197222222222,0.7831172222222222,3.8765091666666667,1.0965605555555555,7.266990277777778,8.444008333333333,5.701678888888889,10.667582222222222,1.694265277777778,2.251816388888889,,0.0,24.0,0.00025805555555555553,0.4666969444444445,5.539983333333333,0.0,7.8826975,5.691145833333335,3.886445,4.466679166666667,3.9123480555555554,0.40053944444444445,24.0,,4.823421944444446,4.823458333333334,3.8464255555555553,4.085407222222223,0.20308000000000007,,4.081803611111112,6.541396944444445,0.03766777777777777,4.379179444444444,0.39057416666666667,1.2243083333333333,0.599891111111111,19.525023055555554,2.1577919444444444,0.3228141666666667,0.4734194444444444,0.22307138888888892,0.44125666666666685,,0.5117333333333334,3.3611266666666664,6.720970277777778,7.737261666666667,0.0,24.0,1.6495175000000009,24.0,,5.712994166666667,0.13445277777777778,0.0035252777777777774,0.0011125,0.02625694444444444,0.6788538888888889,0.0,1.8154130555555554,0.0,0.128235,0.0,24.0,0.020546388888888892,0.06377916666666668,3.8846925000000008,,,,,,,,,23.915692499999995,8.437125277777778
2024-05-15,3.7875644444444436,,,0.9521994444444444,1.164876388888889,,3.2979700000000003,1.1865986111111113,7.997819444444445,5.0673125,5.3292616666666675,,4.492821111111111,7.341949166666668,,0.002145555555555556,13.368976666666667,0.0030483333333333335,4.185993055555556,0.007989444444444445,1.1365494444444446,,24.0,5.589151388888888,,7.713565555555555,0.0015394444444444444,2.7399674999999997,0.026209722222222218,,,4.446016944444444,0.03078638888888889,2.9275166666666665,0.6793547222222222,7.56085861111111,7.073424444444445,8.494713888888889,7.419990000000001,5.5647158333333335,0.008106944444444444,,0.0,17.980869166666665,0.000593611111111111,3.713260833333334,1.7074008333333333,0.0,1.6686155555555557,4.016251111111111,5.736620833333332,4.732032777777778,1.965458611111111,0.7526569444444445,24.0,,5.214058333333332,1.7001597222222222,4.092693055555555,3.2058677777777778,0.024183055555555555,,5.3242497222222225,8.720615833333333,0.010006111111111111,3.78252,0.007621111111111111,1.6683616666666667,0.153855,10.789154722222223,0.32797944444444443,0.0004613888888888889,3.445840555555556,0.5404491666666668,3.136325,,0.7161011111111111,18.53465138888889,6.32007861111111,6.244079444444443,0.0,0.002303611111111111,0.02009888888888889,24.0,,0.07974444444444445,0.16710999999999998,0.005206666666666667,0.0014925,0.61167,7.554784722222221,0.0,0.3998122222222223,0.0,0.051465277777777776,0.0,24.0,0.04577777777777778,0.5093602777777777,1.402859722222222,,,,,,,,,17.51674361111111,3.464596388888888
2024-05-16,4.560825277777777,,,3.440127777777778,0.2465011111111111,,0.11416138888888888,0.3368488888888889,7.164449722222222,15.351945555555556,2.3358969444444444,,6.315859722222221,6.384798611111111,,0.11064722222222223,0.0,0.22867777777777779,5.468619722222222,0.0,0.4933622222222223,,19.15293444444444,9.3316225,,7.722153055555556,0.0006105555555555556,1.640813888888889,0.13517944444444444,,,3.3338705555555554,1.436279166666667,2.971310833333334,3.5783472222222223,2.0040319444444448,12.600455,2.8113558333333333,5.052136111111111,2.3043983333333333,0.0857913888888889,,0.0,0.9703227777777778,0.0,3.86604388888889,3.801843611111111,0.0,5.5708794444444445,7.566302222222224,5.201922777777778,1.9554252777777776,0.84081,0.7749736111111113,24.0,,2.7361991666666667,3.385186388888889,1.1222130555555554,3.5723986111111117,0.04130305555555555,,7.3099783333333335,11.515179999999999,0.003255555555555556,1.3073813888888888,0.016925555555555555,1.302748611111111,0.2090313888888889,12.121768333333334,0.043827777777777785,0.3743166666666667,3.3929705555555554,1.0659911111111113,1.5735708333333334,,0.6281819444444443,24.0,2.8841125000000005,2.477636944444445,0.0,0.04474833333333334,10.079064444444445,24.0,,1.0174333333333334,0.18323583333333332,0.0094225,0.08249916666666668,2.0223502777777775,0.6352977777777779,0.0,0.6295108333333335,0.0,0.06253777777777778,0.0,24.0,0.048970277777777786,0.13773638888888884,0.764479722222222,,,,,,,,,7.246120277777777,10.03065
2024-05-17,5.0378283333333345,,,2.3567616666666664,0.19536888888888887,,2.9520202777777778,0.0014022222222222222,7.4651266666666665,24.0,4.093140833333334,,4.802022222222222,2.5386283333333335,,0.030575833333333333,0.0,9.440888333333334,2.7806697222222216,0.005331111111111111,0.003966666666666666,,2.4986777777777776,7.380668055555555,,4.604628611111112,0.0,4.576579166666667,0.5321658333333331,,,6.596710555555556,0.9261761111111112,0.0,2.598654722222222,1.816130277777778,7.982281666666666,5.597679722222221,6.666582222222223,0.010048333333333333,2.0760305555555556,,0.0,0.0,0.0002883333333333333,0.6085799999999999,5.659535833333333,0.0,4.743216666666666,2.377781111111111,1.3098125,3.2628075,1.169695277777778,0.32619111111111115,24.0,,6.897746944444445,2.212895,16.429124444444444,1.6141330555555555,0.009955555555555556,,5.790193611111111,11.832303333333332,0.006626944444444445,2.7684319444444445,0.10077194444444447,0.6744713888888888,0.15147055555555555,14.628565833333335,1.8886611111111113,0.0001675,0.5351736111111111,1.4947586111111113,4.088805277777778,,0.29094972222222226,0.0,2.7012963888888892,4.669988055555556,0.0,0.08210194444444446,23.304743333333334,24.0,,0.8154958333333333,0.09323583333333335,0.005974166666666667,0.0,0.3405802777777778,4.316914166666667,0.0,3.390612500000003,0.0,0.05182388888888889,0.0,24.0,0.10936194444444444,4.215184444444445,0.008140833333333333,,,,,,,,,5.052847777777778,7.678496944444444
2024-05-18,2.4936277777777778,,,3.4490602777777783,0.038906388888888886,,1.5164405555555556,0.19241222222222223,6.175269166666666,24.0,11.700271111111112,,6.094828888888889,3.7281974999999994,,0.735751111111111,0.0,24.0,1.8153944444444443,0.0,0.8841569444444445,,6.644556944444443,5.733785,,1.3955216666666668,0.0,3.773803888888889,0.15060777777777778,,,0.16668416666666666,1.0047213888888888,1.005923888888889,1.3671961111111113,0.8484608333333333,9.762815833333333,6.682685277777777,6.210941111111112,4.552341944444445,0.0,,0.0,0.03988916666666666,1.1280844444444444,1.9456080555555555,4.738512777777778,0.0,8.990264722222223,5.665894166666669,3.958023055555556,3.8166994444444446,3.6835208333333336,0.39424805555555553,24.0,,5.006728888888889,0.0,21.020893333333333,1.5671825,0.031848333333333326,,4.999829166666667,13.400981666666668,0.021533055555555555,4.310042500000001,0.6573866666666665,1.4200441666666668,0.23443083333333337,15.451896111111111,0.027293333333333336,0.054983333333333335,19.203390000000002,0.17091194444444446,3.2299386111111112,,1.4705405555555549,0.0,3.7639263888888888,7.4524566666666665,0.0,0.13567444444444443,23.83293472222222,24.0,,0.021922222222222225,0.0659025,0.005482777777777777,0.04167111111111112,10.704679722222222,2.051915833333333,0.0,0.007596111111111111,0.0,0.061151666666666674,0.0,24.0,0.12184666666666666,0.17291805555555556,0.04081277777777779,,,,,,,,,2.2989855555555554,2.732674166666667
2024-05-19,1.7714936111111113,,,1.7692900000000003,0.0612125,,0.7863927777777777,0.0015038888888888888,3.950542777777778,24.0,3.0430008333333336,,6.889024166666666,2.801146111111111,,0.021446944444444446,0.0,24.0,2.232051388888889,0.0,0.005445833333333334,,2.303678611111111,0.23975333333333332,,3.0088855555555556,0.0,3.829714166666667,1.9427055555555555,,,2.9750747222222222,0.0018869444444444446,4.795446944444445,1.2830966666666668,0.006223611111111112,4.582639444444445,9.179503888888888,7.712368333333334,15.324374166666667,0.0,,0.0,0.0,0.002668055555555556,3.4573816666666657,6.597245277777779,0.0,5.410456388888891,14.894294444444446,0.22803472222222218,4.779563888888889,0.3103477777777778,0.4435994444444444,24.0,,2.0093152777777776,2.229296944444444,5.860636666666666,1.7111972222222223,0.04115638888888889,,6.406806111111111,24.0,0.0070525,3.9691408333333333,0.3284772222222222,1.4540372222222222,0.13015638888888886,16.227848611111114,0.06776777777777777,0.0,24.0,3.716908333333333,1.4521074999999994,,0.5923416666666665,7.261202777777777,15.9220875,4.001781944444444,0.0,0.025228055555555556,19.948180000000008,13.702141666666668,,0.19278888888888895,0.29847861111111107,0.0035594444444444445,0.13575055555555554,0.5619847222222222,0.0,0.0,0.04564166666666667,0.0,0.03915583333333333,0.0,24.0,0.0,6.000563888888889,3.4399425000000003,,,,,,,,,3.408283055555555,0.36158083333333335
2024-05-20,2.816512777777778,,,1.206406388888889,0.006927777777777777,,0.26367888888888885,0.8454175,9.83871861111111,20.418779166666667,2.7085213888888893,,6.045268055555555,7.03201,,0.003785555555555555,0.0,24.0,1.873533333333333,0.0,1.191711111111111,,4.181237777777777,4.303152222222222,,2.6427574999999996,0.0,3.2487,0.39328361111111093,,,4.037862499999999,0.009784166666666665,3.959260833333333,0.979258611111111,1.1248966666666669,10.041407222222224,7.626072499999999,13.49519888888889,24.0,0.001133611111111111,,0.0,1.797498888888889,1.383083888888889,9.710779166666667,3.7798894444444446,0.0,6.69106888888889,24.0,5.024735,1.4101113888888888,5.132233888888889,0.4964980555555555,24.0,,8.7717675,0.03685416666666667,0.8241769444444444,4.327317777777777,0.029584166666666665,,4.190821111111111,24.0,0.10078972222222221,0.0,0.049359722222222215,2.3304855555555557,0.3952672222222222,19.060898055555555,0.3221527777777778,0.03512861111111111,24.0,0.08465027777777778,2.8263875,,0.30292555555555545,3.7549341666666667,24.0,5.918045,0.0,0.07700083333333334,3.511417777777777,4.03757388888889,,0.035583611111111114,0.1000486111111111,0.005263888888888889,0.0031574999999999997,1.334881388888889,6.271778055555556,0.0,0.6649980555555557,0.0,0.045416666666666675,0.0,24.0,0.0,0.9276374999999998,0.0356636111111111,,,,,,,,,6.051579722222223,2.7424069444444448
2024-05-21,2.2361625,,,2.9865808333333335,0.025969722222222224,,5.259209444444444,0.012123055555555554,8.121024444444444,3.101559166666666,5.818339166666667,,5.748613055555555,8.162266388888888,,0.0,0.0,14.213046666666667,2.7807433333333336,0.007563888888888889,2.498886388888889,,3.048528611111111,1.9542511111111112,,7.171237222222224,0.0,0.3275566666666666,0.03666888888888889,,,9.48011888888889,0.06559861111111111,1.9721919444444447,0.07969666666666668,1.209889166666667,7.036152777777777,5.434966666666666,19.679561944444444,22.29705472222222,0.0,,0.0010977777777777778,0.0,0.0007980555555555554,16.997845277777778,6.169033611111111,0.0,2.858287777777778,24.0,0.5412686111111112,6.817391944444444,1.8678769444444445,0.4244875000000001,24.0,,2.8808905555555553,3.1908888888888893,0.7694283333333333,2.632853611111111,0.2251030555555556,,4.169208055555555,23.244457222222223,0.05589111111111111,4.704464166666668,0.44949527777777776,1.8681569444444446,0.08623583333333334,11.076366944444445,1.3213105555555555,0.08930388888888888,24.0,0.1690244444444444,3.0964808333333336,,0.09313666666666667,2.2066630555555555,24.0,7.61637611111111,0.0,1.2820705555555558,0.7963327777777777,1.6277047222222225,,1.7348299999999997,0.17874611111111113,0.15338222222222223,0.0006602777777777776,0.019324722222222222,2.9689091666666654,0.0,0.004016666666666667,0.0,0.07283277777777776,0.0,24.0,0.08866249999999999,9.771811388888889,0.2782336111111111,,,,,,,,,3.3025966666666666,3.7342541666666667
2024-05-22,4.394014444444443,,,2.5133566666666667,3.786452222222222,,1.8934047222222226,0.16129055555555555,7.011293055555555,5.356566666666666,2.728543888888889,,7.059116666666667,6.685161388888889,,0.04688916666666667,0.0,1.2468527777777778,3.748181388888889,0.0,1.4987186111111113,,9.642668888888888,7.3534502777777755,,3.4496572222222226,0.0,1.7991705555555555,1.2401269444444447,,,0.006929444444444445,0.014446111111111111,15.583218055555557,0.19972138888888888,1.5266469444444446,8.013673333333333,5.651722222222222,2.7854761111111106,24.0,0.0,,0.13590416666666666,0.07785694444444445,0.000633611111111111,5.7929072222222215,4.0237630555555555,0.0,2.728763333333333,16.932038333333335,1.8094380555555556,6.105505277777776,3.772082222222222,0.24649972222222222,24.0,,6.580721944444443,1.5478961111111114,2.1130730555555552,3.107088611111111,0.06083833333333333,,3.1745169444444445,24.0,0.005709444444444444,4.169035,0.43628861111111106,4.1775530555555545,0.1289047222222222,12.506173055555555,0.4971925,0.006766944444444445,23.96205888888889,0.5117755555555557,4.904931388888889,,0.19128305555555555,3.7035899999999997,24.0,2.1720075000000008,5.218879722222223,0.09858111111111108,1.0878408333333336,0.18398166666666665,,0.2868722222222222,0.22130111111111112,0.012870833333333335,0.005569444444444444,10.367825833333333,7.620601111111112,0.0,0.6792116666666665,0.0,0.02454111111111111,0.0,24.0,0.0040149999999999995,24.0,0.00045888888888888894,,,,,,,,,3.5385227777777786,2.4711383333333337
2024-05-23,0.12437166666666666,,,1.662975,0.060597222222222226,,2.8166963888888885,0.21846972222222222,9.158406944444444,3.6707344444444443,2.023058333333333,,6.121903333333332,6.23344,,0.017052222222222222,0.0,0.02724777777777778,3.913216666666666,0.0,0.016496944444444443,,15.163704166666667,3.4391563888888887,,4.735003888888889,0.0,2.291913888888889,0.025734999999999997,,,3.616706388888889,4.518049722222222,24.0,0.45031805555555554,0.7648558333333334,8.084727777777779,3.6426675,7.609849166666668,23.931337777777774,1.7454552777777776,,4.1048655555555555,2.2825308333333334,0.0004375,7.6076999999999995,6.148251111111111,0.0,8.755760833333337,5.719414722222223,1.3538944444444443,1.2028719444444445,2.456879722222222,0.1854925,24.0,,4.0660686111111115,0.9324347222222222,5.997539444444445,2.023362222222222,0.15175805555555555,,4.495951944444445,23.957273055555554,3.230603055555555,0.0,0.6269402777777777,1.0604063888888888,0.03345111111111112,6.618668888888887,0.12140416666666666,0.0025225,19.79491888888889,0.8632525000000001,1.0731855555555556,,0.022488888888888888,7.5597972222222225,18.414587777777783,5.161855555555556,5.731009444444444,0.22268083333333333,5.464136388888889,6.547588055555556,,0.19573111111111113,0.12732083333333333,0.027224444444444447,0.0028408333333333337,2.3077347222222224,0.006470277777777776,0.0,11.092333611111112,0.0,0.011841388888888891,0.0,18.922174166666665,0.06189250000000001,23.991783888888882,0.06543888888888888,,,,,,,,,8.390031666666667,5.091315000000001
2024-05-24,3.5560933333333336,,,3.0340908333333334,0.6427263888888889,,4.660233333333333,0.30157138888888885,7.046740833333333,9.58672611111111,7.527531388888889,,4.808642222222222,2.540968888888889,,0.002418611111111111,0.0,0.15281583333333335,3.830614722222222,0.0,2.544250277777778,,24.0,3.891423611111111,,5.666912777777778,0.0,3.8810308333333334,0.035615,,,6.319066944444445,0.004476388888888889,24.0,1.9731647222222222,0.22268444444444443,12.523648611111113,4.434664166666667,8.024084166666666,24.0,0.0,,0.0,0.1263361111111111,0.00045027777777777774,4.187939444444444,1.8228952777777778,0.0,4.678103055555556,2.6458694444444437,0.02179638888888889,6.415165,0.30328388888888896,2.065039444444444,24.0,,4.619536388888888,2.957327222222222,6.506085000000001,1.3492780555555557,0.018971944444444444,,1.7737327777777776,24.0,0.020535833333333333,0.031948055555555556,0.5009249999999998,1.265356388888889,0.14668888888888887,0.8556138888888887,0.14169833333333334,0.0,0.4561533333333333,0.9154508333333335,1.8921813888888894,,0.015466944444444443,11.265224722222221,2.371699444444444,13.504114166666666,3.5783433333333337,0.07610416666666667,1.9744763888888888,6.528469166666666,,0.28979111111111117,0.18003111111111103,0.05784249999999999,0.0011469444444444446,2.3901136111111114,3.8199591666666666,0.0,24.0,0.0,0.09110305555555556,0.0,0.012185555555555555,0.075035,24.0,0.8128736111111111,24.0,,,,,,,,5.786022222222222,2.720931111111111
2024-05-25,7.059038888888889,,,1.9967027777777775,0.14328833333333332,,1.391162777777778,0.3430288888888889,10.026098611111111,1.6765102777777778,4.442835555555556,,6.344939166666666,16.395031111111113,,0.027458055555555555,0.007997222222222223,0.003066944444444444,0.9519519444444445,3.2847119444444446,0.8939230555555556,,24.0,4.284115000000001,,8.034861666666666,0.0004294444444444444,4.887458888888889,0.0011388888888888887,,,7.712454166666667,14.260706111111112,21.816515555555558,0.6394416666666665,0.005758611111111111,6.497161666666666,4.6167991666666675,4.125068333333333,24.0,0.0,,0.0017230555555555554,0.0,1.4386625,1.3715947222222225,0.44831083333333327,0.0,13.405527222222224,6.740241944444445,0.4377811111111111,4.007929444444445,1.0872316666666666,2.4928127777777775,24.0,,4.005962777777777,1.3617986111111113,3.4193383333333336,2.5241877777777777,0.021125833333333333,,6.2539766666666665,24.0,0.5335733333333333,2.993180833333333,0.047330555555555556,0.1928655555555556,0.07194583333333336,11.289813611111112,1.4081452777777776,0.029358055555555557,5.796958055555555,2.3542558333333337,1.4895402777777778,,0.10304194444444445,24.0,9.758145277777777,24.0,5.519992222222223,0.03396416666666667,5.300961944444444,0.8832458333333334,,0.020252222222222224,0.1439186111111111,0.1354011111111111,0.12605666666666665,0.00872,3.8820080555555547,0.0,24.0,0.0,0.020237499999999995,0.0,0.054228611111111116,0.021713055555555555,24.0,0.20139416666666668,24.0,,,,,,,,3.9076058333333332,2.2836030555555555
2024-05-26,12.340528888888887,,,0.6614208333333333,0.022982222222222223,,3.6293491666666666,4.837273611111112,5.542751666666666,4.568630833333334,3.4505636111111113,,8.394340833333333,24.0,,0.003121388888888889,0.04637472222222222,0.0009997222222222224,4.1530813888888884,0.0,0.13004277777777778,,16.65138222222222,2.5526011111111115,,7.879917222222223,0.0,2.0933394444444446,0.011724444444444445,,,6.4872491666666665,24.0,2.4216902777777776,2.2592758333333336,2.2274024999999997,10.620651944444443,2.8248058333333335,4.107661944444445,23.94361861111111,3.9042011111111115,,0.002422222222222222,0.06722805555555555,0.00021861111111111113,3.3382647222222217,1.0420761111111112,0.0,24.0,6.044276944444444,0.8757144444444446,1.7204005555555553,1.2583961111111113,0.21211555555555556,24.0,,7.268892499999999,2.1989,3.403421666666667,0.7179386111111111,0.9235488888888889,,5.533094999999999,19.962199722222216,1.8859447222222225,3.5229525,0.37999555555555553,1.1938844444444443,1.1212227777777781,9.253434444444444,2.773679722222222,0.0028555555555555556,0.9448650000000001,0.1844052777777777,1.2615811111111113,,0.7240702777777777,24.0,3.42548611111111,16.580724444444446,3.6549858333333334,0.009360277777777778,6.198291388888889,3.027615833333333,,0.38758638888888886,0.08816583333333335,0.0118075,0.029822222222222222,0.04986472222222222,3.159626388888889,0.0,24.0,0.0,0.07861749999999999,0.0,0.27510083333333335,0.0032577777777777774,23.973485277777776,0.11098472222222223,24.0,,,,,,,,2.051366388888889,1.3835952777777778
2024-05-27,1.1795894444444446,,,2.4054047222222223,0.05178972222222223,,2.938253333333333,0.12025416666666666,6.189064999999999,0.013063611111111111,3.903601666666666,,8.807238611111112,13.073680000000003,,0.025378611111111112,0.0,0.0,0.6245430555555557,0.0,0.06929555555555554,,1.2694425,7.003663333333334,,6.495968333333334,0.0,7.236513055555556,0.06143944444444445,,,19.365244444444446,24.0,0.04462111111111111,3.053369722222223,1.3072619444444444,7.6310463888888895,5.449055555555557,3.6076402777777776,24.0,0.0,,0.0,1.5578455555555555,0.0008022222222222222,5.037125555555555,3.2191463888888885,0.0,18.753258333333335,4.317296944444444,0.00858,3.092455555555556,2.9667141666666663,0.41790138888888895,24.0,,4.905298333333333,0.012285277777777779,5.398772777777777,2.7652150000000004,0.022219722222222224,,5.861353333333334,3.927803055555556,0.06240944444444445,0.4673994444444443,0.08026777777777777,1.7829872222222223,0.13261611111111113,7.62740138888889,0.561523611111111,0.09949833333333334,0.2521925,0.07811666666666667,1.202511111111111,,0.5423619444444445,24.0,0.8332797222222222,3.5019433333333336,3.396075833333333,1.077011388888889,0.6732336111111111,4.82364611111111,,0.016801388888888887,0.06478361111111111,0.009281666666666667,0.07002861111111111,1.2524225,1.7296502777777778,0.0,24.0,0.0,0.051123333333333326,0.0,0.020150277777777777,0.0006230555555555555,24.0,0.2698922222222222,24.0,,,,,,,,2.114821666666667,1.3943575000000001
